abbreviate,/əˈbɹiː.vi.eɪt/
abbreviated,/əˈbɹiːvieɪtɪd/
abbreviation,/əˌbɹiː.viˈeɪ.ʃən/
abbreviator,/əˈbɹiː.viˌeɪ.tɚ/
abbreviatory,/əˈbɹi.vi.əˌtɔɹ.i/
abbreviature,/əˈbɹi.vi.əˌt͡ʃʊɹ/
Abderian,/æbˈdɪɹ.i.ən/
Abderite,/ˈæb.dəˌɹaɪt/
abdest,/ˈɑb.dɛst/
abdicable,/ˈæb.də.kə.bəl/
abdicant,/ˈæb.dɪ.kn̩t/
abdicate,/ˈæb.dɪˌkeɪt/
abdication,/ˌæb.dəˈkeɪ.ʃən/
abdicative,/ˈæb.dəˌkeɪ.tɪv/
abdicator,/ˈæb.dɪˌkeɪ.tɚ/
abditive,/ˈæb.dɪ.tɪv/
abditory,/ˈæb.dɪt.ə.ɹi/
abdomen,/ˈæb.də.mən/
abdominal,/æbˈdɒm.ə.nl̩/
abdominalia,/ˌæb.dɑ.mɪˈneɪ.li.ə/
abdominoscopy,/æbˌdɑm.ɪnˈɑs.kə.pi/
abdominothoracic,/æbˌdɑm.ɪ.noʊ.θɔɹˈæs.ɪk/
abdominous,/æbˈdɒm.ə.nəs/
abduce,/əbˈdjuːs/
abduct,/æbˈdʌkt/
abduction,/əbˈdʌk.ʃn̩/
abductor,/æbˈdʌk.tɚ/
abeam,/əˈbiːm/
abear,/əˈbɛə/
abearance,/əˈbɛɹ.əns/
abearing,/əˈbɛɹ.ɪŋ/
abecedarian,/ˌeɪ.biˌsiˈdæɹ.i.ən/
abecedary,/ˌeɪ.biːˈsiː.də.ɹi/
abed,/əˈbɛd/
abegge,/əˈbɛd͡ʒ/
abele,/əˈbiːl/
abelian,/əˈbi.li.ən/
abelmosk,/ˈeɪbəlmɒsk/
aberr,/əˈbɜː(ɹ)/
aberrance,/ˈæ.bɛɹ.n̩s/
aberrant,/əˈbɛɹ.ənt/
aberrate,/ˈæb.ə.ɹeɪt/
aberration,/ˌæb.əˈɹeɪ.ʃn̩/
aberrational,/ˌæb.əˈɹeɪ.ʃən.l̩/
aberuncate,/ˌæbəɹʌŋˈkeɪt/
abet,/əˈbɛt/
abetment,/əˈbɛt.mənt/
abettal,/əˈbɛt.l̩/
abetter,/əˈbɛt.ɚ/
abevacuation,/æb.iˌvæk.juˈeɪ.ʃn̩/
abeyance,/əˈbeɪ.əns/
abeyancy,/əˈbeɪ.ənt.si/
abeyant,/əˈbeɪ(ə)nt/
abhominable,/əbˈhɒmɪnəbəl/
abhor,/əbˈhɔː/
abhorrence,/əbˈhɒɹ.n̩(t)s/
abhorrency,/əˈbɔɹɪnsi/
abhorrent,/æbˈ(h)ɒɹ.ənt/
abhorrently,/æbˈhɔɹ.ənt.li/
abhorrer,/əbˈhɔː.ɹə/
abhorrible,/æbˈhɑ.ɹɪb.l̩/
abhorring,/æbˈhɔɹ.ɪŋ/
Abib,/ɑˈviv/
abidance,/əˈbaɪd.n̩s/
abide,/əˈbaɪd/
abider,/əˈbɑɪ.dɚ/
abiding,/əˈbaɪ.dɪŋ/
abidingly,/əˈbaɪ.dɪŋ.li/
abietene,/ˈæb.i.əˌtin/
abietic,/ˌæb.iˈɛt.ɪk/
abigail,/ˈæb.ə.ɡeɪl/
ability,/əˈbɪl.ə.ti/
abiogenesis,/ˌeɪbaɪəʊˈdʒɛnəsɪs/
abiogenetic,/ˌeɪ.bai.oʊ.d͡ʒəˈnɛt.ɪk/
abiogenist,/ˌeɪ.baiˈɑ.d͡ʒɛ.nəst/
abiogenous,/æb.iˈɑd͡ʒ.ə.nəs/
abiological,/ˌeɪ.baɪ.əˈlɑd͡ʒ.ɪ.kl̩/
abirritant,/æbˈɪɹ.ɪ.tn̩t/
abirritate,/æbˈɪɹ.ɪˌteɪt/
abirritation,/ˌæb.ɪɹ.ɪˈteɪ.ʃn̩/
abirritative,/ˌæb.ɪɹ.ɪˈteɪ.tɪv/
abjectedness,/ˌæbˈd͡ʒɛkt.əd.nəs/
abjection,/æbˈd͡ʒɛk.ʃn̩/
abjectly,/æbˈd͡ʒɛktli/
abjectness,/æbˈd͡ʒɛkt.nəs/
abjudge,/ˈæbˌd͡ʒəd͡ʒ/
abjudication,/əbˌd͡ʒuː.dɪˈkeɪ.ʃən/
abjugate,/ˈæb.d͡ʒə.ɡeɪt/
abjunctive,/æbˈd͡ʒʌŋktɪv/
abjuration,/ˌæb.d͡ʒʊˈɹeɪ.ʃn̩/
abjuratory,/æbˈd͡ʒʊɹ.əˌtɔɹ.i/
abjure,/əbˈd͡ʒʊə/
abjurement,/əbˈd͡ʒʊə(ɹ)mənt/
abjurer,/æbˈd͡ʒʊɹ.ɚ/
ablactate,/ˌæblækˈteɪt/
ablactation,/ˌæb.lækˈteɪ.ʃn̩/
ablastemic,/ˈeɪ.blæˌsti.mɪk/
ablaut,/ˈɑbˌlaʊt/
ablaze,/əˈbleɪz/
able,/ˈeɪbl̩/
able-bodied,/ˈeɪ.bl̩ˌbɑ.did/
ableness,/ˈeɪ.bl̩.nəs/
abler,/ˈeɪ.blɚ/
abligurition,/əˌblɪɡjʊˈɹɪʃən/
abloom,/əˈbluːm/
ablude,/əˈbluːd/
abluent,/ˈæb.lu.ənt/
ablush,/əˈblʌʃ/
ablution,/əˈbluː.ʃn̩/
ablutionary,/əˈblu.ʃəˌnɛ.ɹi/
ably,/ˈeɪ.bli/
abnegate,/ˈæb.nɪ.ɡeɪt/
abnegation,/ˌæbnɪˈɡeɪʃən/
abnegative,/æbˈnɛɡətɪv/
abnegator,/ˈæb.nɪˌɡeɪ.tɚ/
abnet,/ˈæb.nət/
abnormality,/ˌæbˌnɔɹˈmæl.ət.i/
abnormally,/æbˈnɔɹ.mə.li/
abnormity,/æbˈnɔɹ.mɪ.ti/
abnormous,/ˈæbˌnɔɹ.məs/
aboard,/əˈbɔːd/
abode,/əˈbəʊd/
abodement,/əˈboʊd.mn̩t/
aboding,/əˈboʊ.dɪŋ/
abolishable,/əˈbɑl.ɪʃ.ə.bl̩/
abolisher,/əˈbɑl.ɪʃ.ɚ/
abolishment,/əˈbɑl.ɪʃ.mənt/
abolition,/ˌæb.əˈlɪʃ.n̩/
abolitionism,/ˌæb.əˈlɪʃ.əˌnɪz.m̩/
abolitionist,/ˌæ.bəˈlɪʃ.n̩.ɪst/
abolitionize,/ˌæb.əˈlɪʃ.n̩ˌaɪz/
aboma,/əˈboʊ.mə/
abomasum,/ˌæb.oʊˈmeɪ.səm/
abominable,/əˈbɑm.ə.nə.bl̩/
abominableness,/əˈbɑm.ə.nə.bl̩.nəs/
abominably,/əˈbɑm.ə.nə.bli/
abominate,/əˈbɒm.əˌneɪt/
abomination,/əˌbɒ.mɪˈneɪ.ʃən/
aboon,/əˈbuːn/
aboral,/æbˈɔːɹ.l̩/
abord,/əˈbɔːd/
aboriginal,/ˌæb.əˈɹɪd͡ʒ.ɪ.nəl/
aboriginality,/æb.əˌɹɪd͡ʒ.əˈnæl.ə.ti/
aboriginally,/ˌæb.əˌɹɪd͡ʒ.n̩.ə.li/
aborsement,/əˈbɔː(ɹ)smənt/
abort,/əˈbɔːt/
aborted,/əˈbɔɹtɪd/
aborticide,/əˈbɔɹ.tɪˌsaɪd/
abortifacient,/əˌbɔɹ.təˈfeɪ.ʃn̩t/
abortional,/əˈbɔɹ.ʃn̩.l̩/
abortionist,/əˈbɔɹ.ʃə.nɪst/
abortive,/əˈbɔɹ.tɪv/
abortively,/əˈbɔɹ.tɪv.li/
abortiveness,/əˈbɔɹ.tɪv.nəs/
abought,/əˈbɔːt/
abound,/əˈbaʊnd/
about,/əˈbaʊ̯t/
above-cited,/əˈbʌvˌsaɪt.əd/
above-mentioned,/əˈbʌvˌmɛnʃn̩d/
abox,/əˈbɑks/
abracadabra,/ˌæbɹəkəˈdæbɹə/
abradant,/əˈbɹeɪd.n̩t/
abrade,/əˈbɹeɪd/
Abrahamic,/eɪ.bɹəˈhæm.ɪk/
abraid,/əˈbɹeɪd/
abranchial,/eɪˈbɹæŋ.ki.l̩/
abranchiata,/eɪˈbɹæŋ.kiˌɑ.tə/
abranchiate,/eɪˈbɹæŋ.ki.ɪt/
abrase,/əˈbɹeɪz/
abrasion,/əˈbɹeɪ.ʒn̩/
abrasive,/əˈbɹeɪ.sɪv/
abraum,/ˈɑˌpɹaʊm/
abraxas,/əˈbɹæk.səs/
abreast,/əˈbɹɛst/
abreggen,/aˈbrɛd͡ʒən/
abrenounce,/ˌæbɹiˈnaʊnts/
abrenunciation,/ˌæb.ɹi.nʌn.siˈeɪ.ʃn̩/
abreuvoir,/əbɹuːˈvwɑː(ɹ)/
abridge,/əˈbɹɪd͡ʒ/
abridger,/əˈbɹɪ.d͡ʒɚ/
abridgment,/əˈbɹɪd͡ʒ.mənt/
abroad,/əˈbɹɔːd/
abrogable,/ˈæb.ɹə.ɡə.bl̩/
abrogation,/ˌæb.ɹəˈɡeɪ.ʃən/
abrogator,/ˈæb.ɹəˌɡeɪ.tɚ/
abrood,/əˈbɹud/
abrook,/əˈbɹʊk/
abrupt,/əˈbɹʌpt/
abruption,/əˈbɹʌp.ʃn̩/
abruptly,/əˈbɹʌp.li/
abruptness,/əˈbɹʌp.nəs/
abscess,/ˈæbsɛs/
abscind,/əbˈsɪnd/
abscision,/æbˈsɪ.ʒn̩/
absciss,/ˈæb.sɪs/
abscissa,/æbˈsɪs.ə/
abscission,/æbˈsɪ.ʃn̩/
abscond,/əbˈskɒnd/
abscondence,/æbzˈkɑn.dn̩ts/
absconder,/æbˈskɑn.dɚ/
quiz,/kwɪz/
calendar,/ˈkæl.ən.də/
millennium,/mɪˈlɛnɪəm/
raptor,/ˈɹæptɚ/
week,/wiːk/
abashed,/əˈbæʃt/
nu,-uː
watchlist,/ˈwɔt͡ʃˌlɪst/
lente,/ˈlɛn.teɪ/
winter,[ˈvɪntɛr]
punkin,/ˈpʌŋkɪn/
servant,/ˈsɜːvənt/
English,/ˈɪŋ.ɡlɪʃ/
today,/təˈdeɪ/
absent,/ˈæb.sn̩t/
absentation,/ˌæb.sənˈteɪ.ʃn̩/
absentee,/ˌæb.sn̩ˈti/
absenteeism,/æb.sənˈtiːˌɪz.m̩/
absenter,/æbˈsɛn.tɚ/
absently,/ˈæb.sn̩t.li/
absentment,/əbˈsɛntmənt/
absent-minded,/ˌæb.sn̩tˈmaɪn.dɪd/
absentness,/ˈæb.sn̩t.nəs/
absinth,/ˈæb.sɪnθ/
absinthial,/æbˈsɪnθiəl/
absinthin,/ˈæbˌsɪn.θɪn/
absinthism,/ˈæb.sənˌθɪz.m̩/
absinthium,/æbˈsɪn.θi.m̩/
absis,/ˈæb.sɪs/
absist,/əbˈsɪst/
absolutely,/ˈæb.səˌl(j)uːt.li/
absoluteness,/ˈab.sə.luːt.nəs/
absolution,/æb.səˈljuː.ʃn̩/
absolutism,/ˈæb.sə.luː.tɪz.m̩/
absolutist,/ˈæb.səˌluː.tɪst/
absolutistic,/ˈæb.səˌluˌtɪs.tɪk/
absolutory,/æbˈsɑl.jəˌtɔɹ.i/
absolvable,/æbˈzɑlv.ə.bl̩/
absolve,/əbˈzɒlv/
absolvent,/æbˈzɑlv.n̩t/
absolver,/æbˈzɑl.vɚ/
absonant,/ˈæb.sə.nn̩t/
absonous,/ˈæb.sə.nəs/
absorbability,/əbˌsɔɹb.əˈbɪl.ɪ.ti/
absorbable,/əbˈsɔɹb.ə.bl̩/
absorbedly,/æbˈsɔɹb.ɪd.li/
absorber,/əbˈsɔɹ.bɚ/
absorbing,/əbˈzɔː.bɪŋ/
absorpt,/æbˈsɔɹpt/
absorptive,/æbˈsɔɹp.tɪv/
absorptivity,/æbˌsɔɹpˈtɪvə.ti/
absquatulate,/æbˈskwɑt͡ʃ.ʊ.leɪt/
abstain,/əbˈsteɪn/
abstainer,/æbˈsteɪ.nɚ/
abstemious,/æbˈstiː.mɪ.əs/
abstemiousness,/æbˈsti.mi.əs.nəs/
abstentious,/æbˈstɛn.ʃəs/
absterge,/əbˈstɜː(ɹ)d͡ʒ/
absterse,/əbˈstɜː(ɹ)s/
abstersion,/æbˈstɜː.ʒn̩/
abstersive,/əbˈstɜː(ɹ).sɪv/
abstersiveness,/əbˈstɝː(ɹ).sɪv.nəs/
abstinency,/ˈæb.stɪ.nən.si/
abstinent,/ˈæb.stɪ.nn̩t/
abstinently,/ˈæb.stɪ.nn̩t.li/
abstracted,/əbˈstɹæk.tɪd/
abstractedly,/əbˈstɹæk.tɪd.li/
abstractedness,/əbˈstɹæk.tɪd.nəs/
abstracter,/æbˈstɹæk.tɚ/
abstractional,/æbˈstɹæk.ʃnl̩/
abstractionist,/æbˈstɹæk.ʃən.əst/
abstractitious,/ˌæbstɹækˈtɪʃəs/
abstractive,/əbˈstɹæk.tɪv/
abstractively,/æbˈstɹæk.tɪv.li/
abstractiveness,/æbˈstɹæk.tɪv.nəs/
abstractly,/æbˈstɹækt.li/
abstractness,/æbˈstɹæk.nəs/
abstringe,/əb.stɹɪnd͡ʒ/
abstrude,/əbˈstɹuːd/
abstruse,/əbˈstɹuːs/
abstrusely,/əbˈstɹuːs.li/
abstruseness,/əbˈstɹuːs.nəs/
abstrusity,/əbˈstɹuː.sə.ti/
absume,/əbˈsuːm/
absurdity,/əbˈsɜːd.ɪ.ti/
absurdly,/əbˈsɜːd.li/
absurdness,/əbˈsɜːd.nəs/
abuna,/əˈbuːnə/
abundantly,/əˈbʌn.dn̩t.li/
aburst,/əˈbɜːst/
abusable,/əˈbjuː.zə.bl̩/
abusage,/əˈbjuːsɪd͡ʒ/
abuser,/əˈbjuː.zə/
abusion,/əˈbjuː.ʒn̩/
abusive,/əˈbjuː.sɪv/
abusively,/əˈbjuː.sɪv.li/
abusiveness,/əˈbjuː.sɪv.nəs/
abut,/əˈbʌt/
abuttal,/əˈbʌt.l̩/
abutter,/əˈbʌ.tɚ/
abuzz,/əˈbʌz/
aby,/ˈeɪbiː/
abysmal,/əˈbɪz.məl/
abysmally,/əˈbɪz.ml̩.i/
abyssal,/əˈbɪs.l̩/
Abyssinian,/ˌæb.ɪˈsɪn.ɪ.ən/
academe,/ˈæk.ə.diːm/
academian,/ˌæk.əˈdiː.mi.n̩/
academically,/ˌæk.əˈdɛm.ɪk.ə.li/
academicism,/ˌæk.əˈdɛm.əˌsɪz.m̩/
academism,/əˈkæd.əˌmɪz.əm/
academist,/əˈkæd.ɪ.mɪst/
Acadian,/əˈkeɪ.di.ən/
acajou,/ˈæ.kə.ʒuː/
acaleph,/ˌæk.əˈlɜf/
acalycine,/ˌeɪˈkeɪ.lə.saɪn/
acanth,/əˈkænθ/
acantha,/əˈkæn.θə/
acanthaceous,/ˌæk.n̩ˈθeɪ.ʃəs/
acanthine,/əˈkæn.θɪn/
acanthopterygian,/ˌæk.ænˌθɑp.təˈɹɪd͡ʒ.i.n̩/
acapsular,/ˌeɪˈkæp.sə.lɚ/
acarine,/ˈækəɹaɪn/
acaroid,/ˈæk.əˌɹɔɪd/
acarus,/ˈæk.ə.ɹəs/
acaulous,/eɪˈkɔːləs/
accend,/ækˈsɛnd/
accensor,/ækˈsɛnsɚ/
accept,/əkˈsɛpt/
acceptability,/ˌækˌsɛp.təˈbɪl.ət.i/
acceptable,/əkˈsɛp.tə.bəl/
acceptableness,/ækˈsɛp.tə.bəl.nəs/
acceptably,/ækˈsɛp.tə.bli/
acceptance,/əkˈsɛp.təns/
acceptant,/ækˈsɛp.tənt/
acceptation,/ˌæk.sɛpˈteɪ.ʃən/
accepter,/ækˈsɛp.tɚ/
acceptive,/ækˈsɛp.tɪv/
acceptor,/əkˈsɛptə(ɹ)/
accessary,/əkˈsɛs(ə)ɹi/
accessibility,/əkˌsɛs.əˈbɪl.ɪ.ti/
accessible,/əkˈsɛs.ɪ.bəl/
accessibly,/ækˈsɛs.ə.bli/
accessional,/ækˈsɛʃ.nəl/
accessorial,/æk.səˈsɔɹ.i.əl/
acciaccatura,/əˌt͡ʃɑkəˈtʊɹə/
accidence,/ˈæk.sɪ.dəns/
accidental,/ˌæk.sɪˈdɛn.tl̩/
accidentally,/ˌæk.sɪˈdɛnt(ə)li/
accidie,/ˈæk.sɪ.di/
accipient,/əkˈsɪpiənt/
accipiter,/ækˈsɪp.ə.tɚ/
accipitrine,/ækˈsɪp.ə.tɹaɪn/
accismus,/ækˈsɪzməs/
accite,/əkˈsaɪt/
acclamation,/æk.ləˈmeɪ.ʃən/
acclimatation,/æklɪˈmeɪʃən/
acclimate,/əˈklaɪ.mət/
acclive,/əˈklaɪv/
acclivitous,/əˈklɪvɪtəs/
acclivity,/əˈklɪv.ə.ti/
accloy,/əˈklɔɪ/
accoast,/əˈkəʊst/
accolade,/ˈæk.əˌleɪd/
accommodable,/əˈkɒmədəb(ə)l/
accommodating,/əˈkɒm.əˌdeɪ.tɪŋ/
accommodator,/əˈkɒm.əˌdeɪt.ɚ/
accompt,/əˈkɒmpt/
accordable,[əˈkʰɔrɾəbɫ̩]
accordancy,/əˈkɔː(ɹ)dənsi/
accordant,/əˈkɔɹd.ənt/
accordantly,/əˈkɔːdəntli/
according,/əˈkɔː.dɪŋ/
accordingly,/əˈkɔɹ.dɪŋ.li/
accordion,/əˈkɔ(ɹ).diˌən/
accoucheur,/ˌæ.kuˈʃɝ/
accountableness,/əˈkaʊn.tə.bəl.nəs/
accountantship,/əˈkaʊnt.əntˌʃɪp/
accoy,/əˈkɔɪ/
accroach,/əˈkɹəʊtʃ/
accrual,/əˈkɹuːəl/
accumulative,/əˈkjum.jəˌleɪ.tɪv/
accurate,/ˈæk.jʊ.ɹət/
accurately,/ˈæk.jə.ɹɪt.li/
acetary,/əˈsiːtəɹi/
Achean,/əˈki.ən/
achene,/əˈkiːn/
avatar,-ɑː(ɹ)
alien,/ˈeɪ.li.ən/
definition,/ˌdɛf.ɪˈnɪʃ.ən/
summer,/ˈsumɐ/
het,/hɛt/
een,/iːn/
lens,/lɛnz/
whatever,/ʍɒtˈɛvə/
transvestite,/tɹænzˈvɛs.taɪt/
Fanny,/ˈfæni/
debt,/dɛt/
Polish,/ˈpɒl.ɪʃ/
premature,/ˌpɹɛ.məˈtjʊə/
accord,/əˈkɔːd/
craggy,/ˈkɹæɡ.i/
planet,/ˈplænɪt/
star,/stɑː(ɹ)/
obfuscate,/ˈɒbfəskeɪt/
oxymoron,/ɒksɪˈmɔːɹɒn/
LDP,/ɛldiˈpi/
bureaucrat,/ˈbjʊəɹəkɹæt/
alphabet,/ˈæl.fəˌbɛt/
achievement,/əˈt͡ʃiːv.mənt/
achronic,/eɪˈkɹɒnɪk/
tachygraphy,/tæˈkɪɡɹəfi/
polytheistic,/ˌpɒlɪθiːˈɪstɪk/
Trekkie,/ˈtɹɛki/
teleport,/ˈtɛləpɔː(ɹ)t/
growth,/ɡɹoʊθ/
taghairm,/ˈtaɡəɹəm/
futurism,/ˈfjuːt͡ʃəɹɪzəm/
German,/ˈd͡ʒɜː.mən/
slushpile,/ˈslʌʃpaɪ̯əl/
holophrastic,/ˌhɑ.loʊˈfɹæs.tɪk/
FTP,"/ˌɛf tiː ˈpiː/"
Mexico,/ˈmɛk.sɪ.kəʊ/
decade,/ˈdɛkeɪd/
fortnight,/ˈfɔːt.naɪt/
PM,"/ˌpiː ˈɛm/"
bioterror,/ˈbaɪəʊˌtɛɹə(ɹ)/
dotcom,/dɒtˈkɒm/
dollarization,/dɑləɹɪˈzeɪ̯ʃɪn/
CIA,/ˌsiːˌaɪˈeɪ/
GUI,/ˈdʒiːjuːaɪ/
OS,/ɒs/
AD,/æd/
FBI,/ˈɛf.biː.aɪ/
seme,/səˈmeɪ/
spacer,/ˈspeɪsɚ/
letter,/ˈlɛtə/
year,/jɪə/
century,/ˈsɛnt͡ʃʊɹi/
millisecond,/ˈmɪlɪˌsɛkənd/
polytheism,/pɒl.ɪˈθiː.ɪz.əm/
Japan,/j/
beer,/bɪə/
EBITDA,/iːbɪtˈdɑː/
encrypt,/ɪnˈkɹɪpt/
ASAP,/ˈeɪ.sæp/
pseudo-,/ˈsjuː.dəʊ/
pseudo,/ˈs(j)uːdəʊ/
umbrella,/ʌmˈbɹɛlə/
chairman,/ˈtʃɛːmən/
steganography,/ˌstɛɡ.ənˈɒɡ.ɹə.fi/
man,/män⁵⁵/
vivify,/ˈvɪvɪfaɪ/
monotheism,/ˌmɑnoʊ̯ˈθiɪzm̩/
resile,/ɹɪˈzaɪl/
be,/biː/
is,/ɪz/
metric,/ˈmɛt.ɹɪk/
Thanatos,/ˈθænəˌtɒs/
Lethean,/liːˈθi.ən/
quotidian,/kwəˈtɪdɪən/
prolix,/ˈpɹəʊ.lɪks/
-ity,/əti/
quality,/ˈkwɒlɪti/
qualitative,/ˈkwɒl.ɪ.tə.tɪv/
comitology,/ˌkɒm.ɪˈtɒl.ə.dʒi/
flatulent,/ˈflætjʊlənt/
cataphora,/kætəˈfɔɹə/
cum,/kʌm/
transfinite,/tɹænsˈfaɪnaɪt/
uncountable,/ʌnˈkaʊntəbəl/
subsidiarity,/səbˌsɪdiˈæɹɪti/
proportionality,/pɹəpɔɹʃəˈnæləti/
amoral,/eɪˈmɒɹ.əl/
port,/pɔːt/
cod,/kɒd/
pissed,/pɪst/
comity,/ˈkɒmɪti/
Edward,/ˈɛdwəd/
anti-Semitism,/ˌæntɪˈsɛmɪˌtɪzəm/
hundo,/ˈhʌndəʊ/
osteo-,/ɑstioʊ̯/
os,/ɒs/
accordionist,/əˈkɔɹd.i.ə.nəst/
queef,/kwiːf/
jiffy,/ˈd͡ʒɪ.fi/
date,/deɪt/
occultation,/ˌɒkəlˈteɪʃ(ə)n/
EFTA,/ɛf.tɑː/
lol,/ɛl.əʊˈɛl/
yo-ho-ho,/ˈjəʊhəʊhəʊ/
adverb,/ˈæd.vɜːb/
peccaminous,/pəˈkæmɪnəs/
Esperanto,/ˌɛspəˈɹæntəʊ/
railway,/ˈɹeɪlˌweɪ/
woodwind,/ˈwʊdwɪnd/
tighten,/ˈtaɪ.tən/
peso,/ˈpeɪsəʊ/
centavo,/sɛnˈtɑːvoʊ/
epizootic,/ɛpɪ.zəˈwɒtɪk/
libero,/ˈlɪbəɹəʊ/
morpheme,/ˈmɔː.fiːm/
grok,/ˈɡɹɒk/
gnosis,/ˈnəʊ.sɪs/
bumf,/bʌmf/
everybody,/ˈɛvɹiˌbɒdi/
fnord,/fnɔːrd/
ananke,/əˈnæŋki/
reality,/ɹiːˈælɪti/
tao,/daʊ/
lexicographer,/ˌlɛksɪˈkɒɡɹəfə(ɹ)/
andante,/ænˈdæn.teɪ/
brassiere,/ˈbɹæziɛə/
jitter,/ˈd͡ʒɪtə(ɹ)/
weapon,/ˈwɛp.ən/
pencil,/ˈpɛnsəl/
conceal,/kənˈsiːl/
Netherlands,/ˈnɛðələndz/
RAM,/ʀaːm/
acronym,/ˈæk.ɹə.nɪm/
NATO,/ˈnɑto/
USSR,/<b><big>ˌ</big></b>ju.ɛs.ɛs<b><big>ˈ</big></b>ɑ(ɹ)/
secret,/ˈsiː.kɹɪt/
fere,/fɪə/
POSSLQ,/ˈpɑsl̩ˌkju/
